ts,equity
2026-01-05T10:45:00+00:00,7999999.73
2026-01-05T10:50:00+00:00,7999999.73
2026-01-05T10:55:00+00:00,7999999.73
2026-01-05T11:05:00+00:00,7999999.63
2026-01-05T11:10:00+00:00,7999999.76
2026-01-05T11:15:00+00:00,7999999.29
2026-01-05T11:20:00+00:00,7999999.27
2026-01-05T11:25:00+00:00,7999998.85
2026-01-05T11:30:00+00:00,7999998.98
2026-01-05T11:35:00+00:00,7999999.05
2026-01-05T11:40:00+00:00,7999999.21
2026-01-05T11:45:00+00:00,7999999.16
2026-01-05T11:50:00+00:00,7999998.94
2026-01-05T11:55:00+00:00,7999998.70
2026-01-05T12:00:00+00:00,7999998.85
2026-01-05T12:05:00+00:00,7999998.93
2026-01-05T12:10:00+00:00,7999999.04
2026-01-05T12:15:00+00:00,7999999.04
2026-01-05T12:20:00+00:00,7999999.04
2026-01-05T12:25:00+00:00,7999999.04
2026-01-05T12:30:00+00:00,7999999.04
2026-01-05T12:35:00+00:00,7999999.04
2026-01-05T12:40:00+00:00,7999999.04
2026-01-05T12:45:00+00:00,7999999.04
2026-01-05T12:50:00+00:00,7999999.04
2026-01-05T12:55:00+00:00,7999999.04
2026-01-05T13:00:00+00:00,7999999.04
2026-01-05T13:05:00+00:00,7999999.04
2026-01-05T13:10:00+00:00,7999999.04
